zhao yi man	Sha Meng! Yu Min? Shi Lianxing, Zhang Ying, Ouyang Ruqiu, An Qi, Fang Ying, Liu Tang, Du Defu, Ma Lu, Du Cuiyuan, Liu Wenhua, Luo Tai, Chen Ke, Zhang Ping, Wang Yan, Liu Ru, Shi Ling, Fu Jie, Liang Yin, Li Ying, Gao Ping, Pang Yongfen, Yin Yiqing, Fang Hua, Zhou Ke, Qiu Chen, Shui Hang, Yang Zhenhuai, Bu Wenling, Ge Cunzhuang, Jin Feng, Wu Bike, Zhang Fenglu, Zhang Yunfang, Zhuang Yan, Li Huiying, Huang Ling, Qu Wei, Lu Wanying, Yang Wenhao, Liu Wuxian, Qi Xingjia, Gu Shaobo, Tang Shaofeng, Xue Yandong, Miao Ling, Bai Dezhang, Ren Zihua, Qiu Shengtian, Zhao Zimin, Zheng Fang, Bai Yongsui, Zhang Jingping, Gao Jun ! Wu Weiyun (Director of Photography), Bao Jie (Photography), Qin Wei (Set Design), Zhang Dichang (Composer), Que Jingxiu (Recording), Xin Hanwen (Style Design), Wang Guangyan (Stage Director), Li Shulin (Lighting), Tian Qian (stunt effects), He Jing (stunt photography), Liu Chaoyuan (scenography), Zhang Hui (camera assistant), Ming Wei (editing), Li Cunbang (printing), Ji Yongyuan (printing), Sha Yuan (audio), Chen Zhiyuan ( Scene record), Xu Jinyuan (scene management), Ma Yanfang (props), Wang Leng (costume), Dongying Band (performance), Yin Shengshan (conductor), Li Bingshen (conductor).
guang rong ren jia	Ling Zifeng! Sun Qian? Chen Ke, Li Xiaogong, Xiao Ling, Zhang Qi, Bi Hengsan, Huang Ling, Sun Yuezhi, Lu Fei, Yuqi, Wu Shuqin! Qian Jiang (photography), Yan Dekui (photography), Gao Tian (composition), Zhu Ge (designer), Lv Xianchang (recording), Xin Hanwen (modelling), Sai Ke (lyricist), Dong Shizhong (drama), Pan Ying (drama), Ma Tianwen (lighting), Ming Wei (editing), Li Cunbang ( Printing), Ji Yongyuan (printing), Cai Guang (stunt), He Jing (stunt photography), Jia Yisan (props), Liu Li (scene), Yin Shengshan (conductor), Li Bingshen (conductor), Shi Yukun (sound), Shan Yigeng (scenery), Liu Jingying (costume), Dongying Band (performance).
wei guo bao jia	Yan Gong! Wang Zhenzhi? Yang Jing, Yu Yang, Che Yi, Zhang Ying, Xue Yan, An Qi, Pan Demin, Sun Xiaowen, Zhuang Yan, Ling Yuan, Du Fengxia, Balihua, Gao Ping, Wang Huimin, Gao Jun, Liang Yin, Liu Xuezhi, Wang Ying, He Ruyu, Cao Zhulin, Qu Wei, Wang Huijuan, Guan Hang, Liu Yuyun, Liu Wuxian, Ren Zihua! Nie Jing (photography), Liu Xueyao (set design), Xu Xu (composition), Zhao Hongjun (recording), Lin Nong (associate director) ), Tang Yuanzhi (Stage Director), Xin Hanwen (Styling Design), Zeng Xizhong (Lighting), He Jing (Stunt Photography), Shao Yunxiang (Setting), Guo Jiadong (Stunt Effects), Ming Wei (Editing), Li Cunbang (Print Processing), Qian Zhongxuan (print printing), Li Shijia (audio), Zhao Wei (scene record), Wu Yu (scene management), Liu Yuhe (drama management), Su Yunpeng (props), Wang Xiuying (costume), Dongying Band (performance), Yin Shengshan (conductor) ).
hong qi ge	Wu Zuguang! Wu Zuguang? Lu En, Zhang Wei, Du Cuiyuan, Fu Jie, Zhou Yingzhen, Dongfang, Ge Baolin, Chang Hong, Bi Lianlu, Yan Baoyu, Shui Hang, Lu Fei, Yue Shen, Wang Lifu, Ma Lu, Xiong Saisheng, Guo Ling , Miao Ling, Jing Ran, Sun Xiaofei, Yin Yiqing, He Ruyu, Hao Weiguang, Zhao Jiuru, Li Wancheng, Lu Wanying, Zhao Zimin, Gu Shaobo! Fu Hong (photography), Wang Tao (set design), Li Xi (composition), Lin Bingcheng (recording), Dongfang (Associate Director), Xin Hanwen (Style Design), Jing Ran (Story Management), Hao Weiguang (Story Management), Li Yanjiang (Lighting), Li Shulin (Lighting), Tian Qian (Stunt Effects), An Fumei (Editing), Li Cunbang ( Print printing), Qian Zhongxuan (print printing), Liu Chaoyuan (scene setting), Yang Mingwen (audio), Wang Ying (scene record), Chen Guodong (props), Nie Shixiang (props), Dongying Orchestra (performer), Yin Shengshan (conductor) , Lee Byung Shin (conductor).
gang tie zhan shi	Cheng Yin! Cheng Yin? Zhang Ping, Du Defu, Sun Yu, Zhang Xiqi, Xu Liankai, Liu Ru, Hu Peng, Wang Feng, Zhang Jingping, Zhang Ke, Zhao Wande, Zhang Yue, Lu Fei, Li Lin, Liu Ying, He Gaoying, Yuan Sida, Bick, Chen Xiang! Wang Chunquan (photography), Lu Gan (set design), Zhang Guochang (composition), Chen Wenyuan (recording), Xin Hanwen (modeling design), Chen Xi (play management), Zhang Pushi (play management), Hua Yongzhuang (Scene), Li Cunbang (print printing), Qian Zhongxuan (print printing), Wang Wenqi (lighting), Pang Gui (stunt effects), He Jing (stunt photography), Li Yunming (scenography), Cui Renjie (audio), Ming Wei (editing) , Jin Yunpeng (props), Zhao Yongshun (props), Xiang Yuhuan (costumes), Dongying Band (performance), Yin Shengshan (conductor).
gao ge meng jin	Wang Jiayi! Yu Min? Pu Ke, Zhang Xiqi, Qu Wei, Xu Liankai, Lu Fei, Zhang Yue, Ling Yuan, Zhuang Yan, Yin Yiqing, Zhang Ping, Zhou Yingzhen, Wang Chunying, Liu Wenhua, Zhang Fulin, Qi Jiaxing, Zhai Fu, Shui Hang, Miao Ling, Bi Ke, Niu Jingchun! Nie Jing (photography), Dong Ping (designer), Xu Xu (composition), Que Jingxiu (recording), Yu Yanfu (assistant director), Hao Weiguang (drama), Li Shulin (lighting), Liu Li (Stage Operations), Cai Zhenya (Scene Notes), Ming Wei (Editing), Li Cunbang (Print Preparation), Qian Zhongxuan (Print Preparation), Yi Qingpu (Setting), Song Guoyi (Stunt Effects), Yang Mingwen (Audio), Sun Guizhong (Props) ), Wang Bingrui (makeup), Maixin (makeup), Xin Yulan (costume), Dongying Band (performance), Yoon Seungsan (conductor), Lee Byungsun (conductor).
liu hu lan	Feng Bailu! Lin Shan? Hu Zongwen, Lu Xiaoya, Pan Demin, Zhang Qi, Zhuang Yan, Sun Yuezhi, Yuan Sida, Huang Ling, Zheng Fang, Liu Ru, Ma Lu, Wang Chunying, Bu Wenling, Zhao Wande, Li Xiaogong, Du Fengxia, Gao Jun, Zhang Jingping, Chang Hong, Liu Jingkun, Sun Xiaofei! He Jing (Director of Photography), Liu Xueyao (Art Design), Zhao Hongjun (Recording), Yan Dekui (Photography), Chang Sumin (Composer), Liu Wenjin (Composer), Wang Ruilin (Producer), Dong Shizhong ( Drama Director), Zeng Xizhong (Lighting), Shan Yigeng (Setting), Shi Yukun (Sound), Meng Jianhua (Scene), Zhang Ting (Stage), Bi Zepu (Makeup), Yao Yubao (Makeup), Zhao Hui (Props) , Liu Jingying (clothing), Dong Jingwei (field record), An Fumei (editing), Tang Suwei (editing), Li Cunbang (print printing), Qian Zhongxuan (print printing), Dongying Orchestra (performer), Yin Shengshan (conductor).
liao yuan de xiang cun	Wu Yonggang! Yuan Wenshu? Zhang Ping, Chen Ge, Sun Xiaofei, Bu Wenling, Pang Yongfen, Ma Lu, Zhang Ke, Yu Qi, Wang Huimin, Liu Ying, Zhang Yu, Wang Zhenqi, Wu Suqin, Liang Yin, Sun Lichang, Liu Wenyu, Yuying, Sophie , Fu Jie, Liu Wuxian, Hu Zhi, Guo Bingru, Xiao Ling, He Gaoying, Huang Ruohai, Du Defu, Qian Huamin, Xue Yan, Guo Ling, Xue Yandong, Zi Yongsui, Ge Cunzhuang, Yue Zhonghua! Bao Jie (Photography), Zhu Ge (Set Design), Zhang Guochang (Composer), Chen Wenyuan (Recording), Zhao Susheng (Associate Director), Pan Ying (Stage Director), Zhang Cui (Associate Cinematography), Ma Tianwen (Lighting), Guo Jiadong (Stunt Effects), Wang Yongrui (Setting), Chen Zhiyuan (Scene), Sun Mingzhu (Stage), Li Rongwei (Costume), Zhao Yongshun (Props), Zhao Jingyun (Props), Zhang Litang (Makeup), Yao Pinxiu (Scene), Zu Shuzhi (Editing), Li Cunbang ( printing), Dongying Orchestra (performer), Yoon Seung-san (conductor).
nei meng ren min de sheng li	Qian Xuewei! Wang Zhenzhi? Yu Cun, Bai Dafang, En Hesen, Fang Hua, Guangbu Dorji, Zhang Ping, Huang Ruohai, Sun Xi, Pu Ke, Li Lin, Lin Na, Sai Sheng, Chen Ke, Chang Suo , Bao Lama, Balihua, Ling Yuan, Suning, Monu, Baoyin Batu, Gan Tumuer, Wang Baocheng, Zhu Lan, Mo Erhen, Du Defu, Wen Hao, Wang Shu, Hou Jianfu, Temuqile, Bao Yin Heshige, Mo Yigen, Sanduleng, Nasu, Ganzhu Erzabu, Jim Sengewa, Ursana! Du Yu (Photography), Li Guanghui (Photography), Li Enjie (Assistant Director), Li Enjie (art design), Xu Huicai (composition), Li Xi (composition), Sui Xizhong (recording), Bu He (consultant), Zheng Guangze (camera assistant), Chen Tian (lighting), Zeng Xizhong (lighting), Zhu Wenshun (drama director) ), Hao Weiguang (Stage Manager), Guo Yi (Stage Story), Wang Ying (Stage Story), Shao Yunxiang (Setting), Nie Shixiang (Props), Lee Jae-Sun (Stunt), Zhang Zhenying (Costume), Bi Zepu (Makeup), Xie Baoqin (Makeup ), Hu Dianguo (drama), Cui Renjie (audio), An Fumei (editing), Jian Chao (editing), Yu Ying (editing), Li Cunbang (printing), Qian Zhongxuan (printing), Dongying Band (performance), Yoon Seung-san (conductor), Lee Byung-shin (conductor).
bai mao nv	Wang Bin, Water Bloom! Water Bloom, Wang Bin, Yang Runshen? Zhao Lu, Tian Hua, Li Wanwan, Li Renlin, Guan Lin, Wang Feng, Zhang Yan, Xu Liankai, Miao Ling, Sun Xiaowen, Lu Wanying, Ren Zihua, Zhang Shouwei, Hu Peng , Chen Qiang, Li Bo, Zhang Ying, Mo Chou, Fu Jie, Bai Dezhang, Sun Fengqin, Wang Huimin, Gao Ping, Wu Bike, Zhang Fulin, Chen Liye! Wu Weiyun (Director of Photography), Qian Jiang (Photographer), Lu Gan (Set Design) , Qu Wei (composition), Zhang Lu (composition), Ma Ke (composition), Sha Yuan (recording), Wang Guangyan (assistant director), He Jingzhi (lyricist), Zhang Songru (lyricist), Hao Hanzeng (lighting), Li Yunming ( Scene setting), Sun Yingnan (stunt effects), Song Jie (scene), Yan Baoyu (scene management), Lu Wanying (drama management), Sun Yuemei (makeup), Wang Leng (costume), Li Cunbang (print printing), Qian Zhongxuan (print printing) , Wang Lian (editing), Cui Renjie (audio), Jia Yisan (props), Wang Kun (vocalist), Meng Yu (vocalist), Zhang Ping (vocalist), Li Yaodong (vocalist), Dongying Band ( performance), Yin Shengshan (conductor).
ren min de zhan shi	Zhai Qiang! Liu Baiyu? Li Changhua, Liu Xin, Song Guanghan, Miao Qin, Lu Fei, Xin Xin, Hu Xiaoguang, Yan Fei, Xu Liankai, En Hesen, Bai Dezhang, Zhang Fulin, Wang Feng, Li Wancheng, Ma Lu, Lin Na, Qi Xingjia, Du Defu, Li Bolin, Xiao Ying, Zhou Ruyan, Yu Jingchun! Fu Hong (photography), Wang Tao (set design), Yan Ke (composition), Lu Xianchang (recording), Xiang Yang (military advisor), Yu Xiuqing (Military Advisor), Zhu Wenshun (Associate Director), Wang Suihan (Associate Director), Jing Ran (Stage Director), Chen Xi (Stage Director), Zheng Guangze (Associate Cinematography), Li Yanjiang (Lighting), Wang Wenqi (Lighting), Tian Qian (model), Wu Yu (scene), Feng Jing (scene), Guo Yi (play), Liu Yuhe (play), Li Shijia (audio), Liu Chaoyuan (set), Zhao Qin (set), Zhao Jingyun (props), Chen Guodong (props), Liu Yutian (makeup), Hu Honghua (makeup), Jia Wenjin (editing), Li Cunbang (print printing), Yan Chongsheng (print printing), Dongying Orchestra (performer), Yin Shengshan (conductor).
bao wei sheng li guo shi	Yi Lin, Li Enjie! Wang Jiuchen, Miao Sou, Zhao Guozhang, Wang Gengyi, Gu Shaobo, Sun Chengqing, Chang Yan, Che Xuan, Wang Shu, Wang Lifu, Mona, Balihua! Li Guanghui (photography), Li Enjie (set design), Zhang Dichang (composition), Zhang Jiake (Recording), Takashima (Recording), Sha Yuan (Recording), Su Li (Associate Director), Jiang Hao (Associate Producer), Chen Tian (Lighting), Liu Yue (Military Advisor), Cai Guang (Stunt Effects) , Lee Jae-sun (stunts), Heo Jin-won (scene), Zhao Ruiqi (scene), Fu Peide (drama), Li Jingwen (makeup), Li Shouren (makeup), Wang Huaiguo (costume), Ma Yanfang (props), Shi Junqi (props), Wang Yongbang (sets) ), Bao Wanjian (camera assistant), Wu Fengjiao (audio), Li Cunbang (print printing), Qian Zhongxuan (print printing), Li Yuying (editing), Dongying Orchestra (performer), Yin Shengshan (conductor).
zai qian jin de dao lu shang	Cheng Yin! Yue Ye? Lu Fei, Gao Ping, Chen Ge, Zhang Wei, Bi Lianlu, Lu Ming, Ling Yuan, Zhang Ping, Zhao Jiuru, Huang Ruohai, Li Wancheng! Wang Chunquan (photography), Xu Wei (set design), Gao Tian (composition), Lin Bingcheng (Recording), Lin Nong (Associate Director), Jing Ran (Stage Director), Wang Wenqi (Lighting), Shao Yunxiang (Setting), Guo Jiadong (Stunt Effects), Zhang Pushi (Scene), Hua Yongzhuang (Scene), Wu Jianmin ( Drama), Ruan Fushan (audio), Su Yunpeng (props), Wang Shiru (makeup), Yang Shiya (makeup), Xiang Yuhuan (costume), Li Cunbang (printing), Qian Zhongxuan (printing), Gao Zhongwei (editing), Dongying Band (playing), Yin Shengshan (conducting).
lv liang ying xiong	Lu Ban, Yilin! Lin Shan? Li Wanwan, Pu Ke, Xue Tao, Liu Hui, Gao Ping, Di Li, Zhang Fengxiang, Sun Hongkui, Huang Suying, Xiao Shuqin, Li Jian, Yao Ying, Cao Jingya, Zheng Baomin, Wang Weiguang, Liu Zhongyu, Liu Shiliang, Qiu Ping, Hou Jianfu, Actors, Guo Yuntai, Li Jingbo, Zhou Wei, Shi Wei, Li Yongjie, Li Tang, Zhao Ziyue, Liu Zong, Li Yong, Huang Suzhen, Wang Jinzhu, Yan Zenghe, Lu Fang, Xiao Bangcai, Huang Fei , Liu Yihu, Yu Qing, Tian Lie, Feng Shun! Gao Hongtao (photography), Yu Yiru (set design), Li Jida (composition), Cai Jun (recording), Niu Lanrui (recording), Feng Xizhang (camera assistant), Li Jingzhong (lighting) , Qiu Baoxian (lighting), Gu Derong (editing), Ding Shilian (printing), Di Shijie (printing), Xiao Ziying (director), Wang Ruijie (actress), Jin Baosheng (scene), Xu Ming (installation), Fan Chongmin (scene), Wang Guizhi (set decoration), Wang Xizhong (makeup), Sun Hongkui (makeup), Liu Hongwen (background), Wei Bangjun (costume), Yu Yingquan (props), Chen Weiwen (conductor).
gui shen bu ling	Zhang Bo! Zhang Bo? Liu Liu, Chen Zhijian, Zhang Qinzhen, Xia Peijie, Han Yan, Jin Xin, Jiang Shan, Li Tang, Yan Zenghe, Xu Jie, Guan Zongxiang, Li E, Zhang Xin, Li Huan, Liu Hui, Yu Qing, Guo Yuntai, Lu Da, Zhu Mu, Qin Zhilian, Yang Min! Cheng Mo (camera), Quan Rufeng (composition), Liu Shiyi (camera assistant), Wang Cheng (editing), Li Ende (makeup), Chen Weiwen (conductor) , Qin Wei (set design), Wang Shaozeng (recording), Si Xiaoxuan (recording assistant), Shao Zhen (lighting), Ma Dechang (drama), Dong Hongyi (printing), Zhao Guohong (scene), Wang Yongjie (props), Liu Dongmu (costumes) ), Beijing Film Orchestra (playing).
min zhu qing nian jin xing qu	Wang Yi! Jia Ke, Zhao Xun? Sun Daolin, Yao Xiangli, Sang Fu, Xie Tian, ​​Shi Lin, Tong Chao, Li Keng, Shi Kuan, Gong Zhi, Hou Jianfu, An Ran, Fang Hui, Chen Fangqian, Fang Hua, Cong Shuowen, Liu Liu, Han Yan, Liu Zong, Tian Lie, Yang Xueming, Xu Qingyang, Chen Zhijian, Bi Yu, Liang Xin! Lian Cheng (photography), Liu Rui (set design), Huang Zhun (composition), Lei Zhenbang (composition), Chen Yan Xi (recording), Han Guozhi (camera assistant), Zhang Haishan (lighting), Li Jinchen (recording assistant), Zhang Yizhou (set assistant), Zhang Wenhai (installation), Fang Shengyuan (play director), Cong Shuowen (play director), Fan Fan Sai (Story Manager), Ji Shaolan (Scene), Liu Yueping (Scene), Yan Shanghua (Editing), Qi Yuling (Editing Assistant), Gao Yupu (Print Editing), Zhang Zhicheng (Print Editing), Zhang Jing (Makeup), Li Ende (Makeup) , Kang Yingqi (field manager), Ren Yanshu (costume), Liu Hongwen (background), Lei Zhen (props), Beijing Film Orchestra singing team (play), Chen Weiwen (conductor).
er nv qin shi	Du Shenghua! Du Shenghua? Shi Wei, Li Jingbo, Fang Hua, Wang Weiguang, Yan Zenghe, Sun Hongkui, Bai Ming, Li Jian, Li Yongjie, Zhao Yihu, Zhang Fengxiang, Liang Xin, Zheng Xizhi, Huang Fei, Di Li, Su Wei, Sang Fu , Yao Ying, Liu Jie, Huang Suying, Zhou Ting, Xiao Bangcai, Guan Zongxiang, Liu Dongmu, Feng Shun, Zhao Zijian! Han Gangzhi (photography), Qin Wei (set design), Zhang Linyi (composition), Gao Min (recording), Wu Shenghan (camera assistant), Zhao Xinming (lighting), Wu Yingjie (recording assistant), Wang Zhongli (recording assistant), Zhang Zhenzong (set assistant), Li Hansan (props), Zhang Dianyun (installation), Li Zhenhua (background), Lin Zhangfu (editing), Chang Qingzhen (editing assistant), Zhao Dong (print printing), Tang Guanning (print printing), Fan Fansai (drama management), Liu Dongmu (costume), Zhao Yihu (scene), Sun Hongkui (makeup), Beijing Film Orchestra (performance), Beijing Shadow Chorus (performer), Chen Weiwen (conductor).
he ping bao wei zhe	Shi Lan! Hu Ke? Ge Zhenbang, Wang Shui, Luo Hui, Xia Zhuang, Zhang Shihua, Ma Lihua, Er Jiuke, Xiao Ziying, Zhang Tiesheng, Zhang Shihua, Liu Jia, Yang Zhenqing, Bai Ping, Zhu Xing, Xie Guocheng, Wang Fangbo, Li Ming, Xia Peijie , Xiao Xiali! Su Heqing (photography), Liu Shide (photography), Wang Yongjie (set design), Li Zhongyun (art), Wang Xin (composition), Mars (composition), Yao Jinxin (composition), Gao Min (recording), Shi Yao Yi (camera assistant), Qiu Baoxian (lighting), Wu Yingjie (recording assistant), Ji Lianglong (audio), Liu Hongwen (background), Chen Yusheng (installation), Zhao Dong (print printing), Di Shijie (print printing), Gu Derong (editing) , Chen Cebin (Assistant Editing), Xiao Ziying (Stage Manager), Gao Huaiyun (Scene Notes), Zhao Guohong (Scene Manager), Beijing Film Orchestra (Performer), Chen Weiwen (Conductor).
