牧人之子,,,编剧：广布道尔基、特·达木林{LINE_CUT}摄影：包杰{LINE_CUT}作曲：通福、李耀东{LINE_CUT}导演：朱文顺、广布道尔基{LINE_CUT}美术：王桂枝{LINE_CUT}录音：林秉成{LINE_CUT}剧务主任：郝伟光{LINE_CUT}特技设计：蔡光{LINE_CUT}特技摄影：宋国毅{LINE_CUT}演奏：长影乐团{LINE_CUT}指挥：马琳,王心刚-德力格尔{LINE_CUT}朝鲁-阿木嘎{LINE_CUT}马占华-卜仁{LINE_CUT}群乐林-胡和巴日{LINE_CUT}依若呼-吉木舍{LINE_CUT}马陋夫-乌力吉图{LINE_CUT}侯健夫-工程师{LINE_CUT}苗灵二-司机助手{LINE_CUT}徐连凯-区委书记{LINE_CUT}格根塔娜-格根涛娅{LINE_CUT}树海-特戈希{LINE_CUT}李颉-阿尔斯郎{LINE_CUT}广道-温都苏{LINE_CUT}王景芳-贺书记{LINE_CUT}金林-吉尔嘎拉{LINE_CUT}王金荣-敖丹{LINE_CUT}叶贺-大个子,复员军人德力格尔回到了故乡- 内蒙古草原上的银河村任村长，提出发展草原牧场的计划。只顾眼前利益而不顾长远和集 体利益的富裕户阿尔斯郎等，对此进行反对和破坏。副社长阿木嘎为追求德力格尔的情人格根涛娅，也不择手段地阻挠和反对发 展草原牧场。官僚主义的卜仁区长怕负责任，片面地相信副社长阿木嘎的话，以简单粗暴的态度撤了德力格尔的村长职务。工作上和爱情上的挫折，使德力格尔消极、沮丧。后来，曾因一度误会的格根涛娅来找德力格尔，两人重新和好，使他得到了精神力量。经村党支书特戈希的都助，在旗党委的支持下，德力格尔又站了起来，领导群众，将银河修成，实现了发展草原牧场的计划。
李二嫂改嫁,,,剧本整理：刘梅村、张斌、刘国权{LINE_CUT}导演：刘国权{LINE_CUT}摄影：郭镇铤{LINE_CUT}美工：刘金鼐{LINE_CUT}编曲：张禹田、张斌{LINE_CUT}录音：黄力加{LINE_CUT}剧务主任：牛景纯{LINE_CUT}舞台导演：尚之四{LINE_CUT}伴奏：山东省吕剧团乐队{LINE_CUT}演出：山东省吕剧团,郎咸芬-李二嫂{LINE_CUT}武韬-李七{LINE_CUT}臧美倩-妇女主任{LINE_CUT}王俊英-张大娘{LINE_CUT}林建华-刘大娘{LINE_CUT}杨瑞卿-张小六{LINE_CUT}靳惠新-天不怕{LINE_CUT}李岱江-妇女主任丈夫{LINE_CUT}郭丽华-小青,一九四七年山东解放区的一个村庄。年轻寡妇李二嫂的婆婆外号叫{QUOTE}天不怕{QUOTE}，常常指鸡骂狗，刁难和折磨二嫂。二嫂忍气吞声地每天从早忙到晚。在共同劳动中，她与本村民兵积极分子、劳动能手张小六有了感情，但由于封建礼教残余的影响和担心群众的议论，两人都没敢吐露真情。{LINE_CUT}张小六报名参加了支前担架队。二嫂知道后，约他晚上到自已家里去，想把心事告诉他。谁知见面时由于羞愧心理作祟，谁也不好意思谈到婚事。正在这时，{QUOTE}天不怕{QUOTE}闯进屋来，两人只好匆匆分别，然而双方已经会意。{LINE_CUT}{QUOTE}天不怕{QUOTE}一心想拦阻二嫂改嫁，她乘小六去支前的机会，和诡计多端的李七一起来到张大娘家，给张小六另提亲事。二嫂得知张大娘已经答应另一门亲事时，悔恨自己不该对婚事畏畏缩缩。经过这一打击后，她下决心要冲破封建残余势力，去争取美好的生活。正在这时，她的生母刘大娘听信李七的谣言，以为小六真是个二流子，便来到{QUOTE}天不怕{QUOTE}家，阻拦二嫂改嫁。幸亏妇救会主任向刘大娘揭示了真相，刘大娘才同意女儿改嫁。{LINE_CUT}张小六完成支前任务回来后，坚决反对母亲给他提的亲事，加上妇救会主任对张大娘的帮助，张大娘决定去退亲。{LINE_CUT}正当刘大娘和{QUOTE}天不怕{QUOTE}在为二嫂和张小六的亲事争吵时，张大娘赶来，三人当场对质，揭穿了{QUOTE}天不怕{QUOTE}给小六和二嫂造的谣。李二嫂和张小六这对情人，在群众的支持下，终成眷属。
蝴蝶杯,,,剧本整理：崔嵬{LINE_CUT}导演：王家乙{LINE_CUT}摄影：王启民{LINE_CUT}美工：史维钧{LINE_CUT}音乐设计：陈其芬、刘启华{LINE_CUT}录音：申顾礼{LINE_CUT}剧务主任：潘英{LINE_CUT}副导演：林白,王晓云-田玉川{LINE_CUT}张益吉-大家郎{LINE_CUT}李桂云-胡凤莲{LINE_CUT}刘桂红-田云山{LINE_CUT}刘玉秋-田夫人{LINE_CUT}东日波-郝子良{LINE_CUT}刘焕君-打手{LINE_CUT}李焕星-打手{LINE_CUT}李富贵-卢世宽{LINE_CUT}王宝红-胡彦{LINE_CUT}韩月樵-唐俭{LINE_CUT}李峰元-卢林{LINE_CUT}金玉奎-董温{LINE_CUT}刘昆山-打手{LINE_CUT}刘福祥-打手,知县田云山的儿子田玉川在龟山游览时，见到总督卢林的儿子因强买娃娃鱼，把渔翁打得奄奄一息。玉川在给渔翁解围时，失手打死了卢公子，玉川一看事情不妙，连忙躲避起来。{LINE_CUT}渔翁之女胡风莲见到父亲身上鲜血淋淋，急问原由，渔翁把经过情形告诉了女儿，再三嘱她报仇伸冤，而后死去。此时，总督府已封锁江面，围住了龟山，要捉拿玉川。玉川惊慌逃向江边，恰巧凤莲的船只停靠在此，凤莲得知他就是搭救父亲的恩人，毫不犹豫地把他藏进船舱里，勇敢而巧妙地以父亲尸体作掩护，骗过官兵的搜查。{LINE_CUT}夜深人静，玉川和凤莲对坐船上，凤莲一心要为父报仇，要求玉川帮她出主意。玉川想替她写张状子，但没有笔砚，正焦急间，偶然触到身边的蝴蝶杯，想让凤莲拿杯到父亲的县衙去告状，又想到母亲曾嘱他将此杯作为聘礼使用，于是他经过一番考虑，便以杯为信物，与凤莲订了白头之约。{LINE_CUT}凤莲来到县衙，在田夫人和知县面前哭诉了父亲被卢世宽打死及玉川为救她父亲失手打死卢世宽的经过，同时也吐露了与玉川定盟之事。夫人听了心里倒也欢喜。{LINE_CUT}此时，卢林派兵来传田云山，要他捉儿子归案。五堂会审时，田云山据理申辩，得到布政司董温的支持。这时凤莲闯进公堂，控诉卢世宽杀死她父亲的罪状，家郎也进行了对证。卢林虽知理亏，但仍坚持己见，正在相持不下的时候，忽然圣旨传下，要卢林挂帅出征。这件案子也就此终止了。
借年,,,舞台剧本整理：李寿山、王之祥、 宋传有、邓金禄、刘宝玺{LINE_CUT}摄影：郭镇铤{LINE_CUT}编曲：武韬{LINE_CUT}导演：刘国权{LINE_CUT}美工：刘金鼐{LINE_CUT}录音：黄力加{LINE_CUT}副导演：王岚{LINE_CUT}剧务主任：牛景纯{LINE_CUT}演出：山东省吕剧团{LINE_CUT}伴奏：山东省吕剧团乐队,李岱江-王汉喜{LINE_CUT}刘艳芳-爱姐{LINE_CUT}张玲-嫂子,书生王汉喜因家境贫寒，大年除夕奉母命到岳父家去借年。他见岳父家正在欢度新年，深感自己处境寒酸，徘徊不前。这时突闻有人走来，他慌忙误入爱姐闺房回避。恰巧来人正是他的未婚妻爱姐和陪她一同回闺房安歇的嫂子。{LINE_CUT}爱姐因思念贫困中的未婚夫，坐在闺房中闷闷不乐，嫂子想尽办法使爱姐愉快，并答应愿意成全小姑的婚事，她还怕小姑大年除夕一人孤单，欲陪同小姑入寝。此时回避在暗处的汉喜暗暗着急，幸亏爱姐婉言拒绝了嫂子的好意。{LINE_CUT}爱姐送走嫂子，回到屋内，独自哭诉自己的心事，汉喜甚为感动，他不自觉地从暗处走出，使爱姐大吃一惊。当爱姐认出此人正是自己所思念的未婚夫时，忙问明来意，随后赠送许多年货和银子，并留汉喜喝辞岁酒。两人边喝边谈论终身大事。不料嫂子在窗外早已看清室内情景，她在窗外故意喊爱姐起来下饺子，屋内两人惊作一团，汉喜只好藏进衣橱内。其实嫂子早已有意成全两人，她见爱姐故作正经，便打开衣橱把汉喜拉了出来。爱姐和汉喜在嫂子的戏弄之下，窘态百出。最后，这对未婚夫妻终于在嫂子的关怀和支持下，结为夫妇。
群英会,,,艺术指导：萧长华{LINE_CUT}摄影：连城、吴生汉{LINE_CUT}录音：吕宪昌{LINE_CUT}导演：岑范{LINE_CUT}美工：张先得、田世珍{LINE_CUT}艺术顾问：郝寿臣{LINE_CUT}副导演 ： 魏荣{LINE_CUT}制片主任：李秉忠{LINE_CUT}化妆：王希钟{LINE_CUT}剪接：顾德荣,叶盛兰-周 瑜{LINE_CUT}马连良-孔明{LINE_CUT}裘盛戎-黄盖{LINE_CUT}李德奎-太史慈{LINE_CUT}马崇仁-甘宁{LINE_CUT}闵兆华-蔡中{LINE_CUT}谭富英-鲁肃{LINE_CUT}萧长华-蒋干{LINE_CUT}袁世海-曹操{LINE_CUT}徐承章-程普{LINE_CUT}孙元喜-蔡和{LINE_CUT}霍益仲-张允{LINE_CUT}刘元汉-蔡瑁,《群英会》是小说《三国演义》中的一段。{LINE_CUT}曹操率八十三万人马，要消灭夏口的刘备和东吴的孙权。刘备与孙权联合应战，遂派孔明来到东吴。东吴都督周瑜，奉命御敌于三江口。周瑜少年英俊，忌孔明比自己才高，而自信有破曹的把握。因此，想杀孔明以绝东吴后患。{LINE_CUT}曹营谋士蒋干，以为和周瑜有同窗友谊，自愿过江劝说周瑜降曹。周瑜知道蒋干来意，夜间和蒋干同榻而卧，故意让他发现一封曹营水军头领蔡瑁、张允给周瑜的信，信上说将杀曹操而后来降。蒋干盗了这封假信，逃回曹营。曹操见信，斩了蔡瑁、张允，但随即觉悟到中了周瑜的诡计，便派蔡瑁的兄弟蔡中、蔡和去江东诈降。{LINE_CUT}周瑜以为自己的妙计无人知晓，不料孔明一见面就庆贺他{QUOTE}借刀杀人{QUOTE}成功，为此，周瑜更忌孔明。他借口军中缺箭，让孔明在一月内造十万枝箭。孔明却答应在三天之内造成，否则愿受军法处置。次日，孔明向鲁肃借快船二十只，外蒙帐幔茅草，在浓雾之中驶近曹营，擂鼓呐喊。曹操以为周瑜来偷营，命部下乱箭齐发， 箭都射在草船上。孔明在霎时得到了十万枝利箭。{LINE_CUT}蔡中、蔡和来降，周瑜发觉其中有诈，就将计就计，把两人留下。随后和老将黄盖定下诈降曹营的苦肉计。在庆贺孔明借箭回营的宴席间，黄盖故意力主降曹，周瑜假装大怒，责打黄盖。{LINE_CUT}黄盖被打后，请大夫阚泽去曹营下诈降书，曹操发觉信中有诈，欲杀阚泽。但阚泽机智镇定，从容对答。正在这时，蔡中、蔡和将周瑜打黄盖的消息密报曹操，曹操这才接受黄盖投降。但他仍不放心，又派蒋干再次过江，打听实信。{LINE_CUT}周瑜和孔明决定火攻曹营，遂与庞统定下连环计，让庞统在蒋干面前说周瑜不能容人。蒋干劝庞统归曹，于是两人连夜潜回曹营。庞统劝曹操将满江战船连锁起来，以便不惯乘船的北军也能水战。曹操采纳了此项建议。{LINE_CUT}周瑜闻曹操中连环计，十分得意。不料一阵西北风提醒他：吴军位于东南，曹军位于西北，若用火攻，必烧自己而不能破敌，遂忧虑成疾。孔明写了一张{QUOTE}病源{QUOTE}给周瑜：{QUOTE}欲破曹兵，须用火攻；万事俱备，只欠东风{QUOTE}。周瑜一看，病体即愈。孔明自言能借东风。就在孔明借风时，周瑜派将士埋伏山后，等东风一起，就杀孔明。可是孔明早料到周瑜有此一招，东风起时，他就悄悄逃到江边，乘赵子龙备好的船只回转夏口去了。
借东风,,,艺术指导：萧长华{LINE_CUT}导演：岑范{LINE_CUT}摄影：连城、吴生汉{LINE_CUT}美工：张先得、田世珍{LINE_CUT}录音：吕宪昌{LINE_CUT}艺术顾问：郝寿臣{LINE_CUT}副导演：魏荣{LINE_CUT}制片主任：李秉忠,裘盛戎-黄盖{LINE_CUT}谭富英-鲁肃{LINE_CUT}萧长华-蒋干{LINE_CUT}孙毓堃-赵云{LINE_CUT}张洪祥-庞统{LINE_CUT}张元智-程昱{LINE_CUT}吴鸣义-丁奉{LINE_CUT}叶盛兰-周瑜{LINE_CUT}马连良-诸葛亮{LINE_CUT}袁世海-曹操{LINE_CUT}马盛龙-阚泽{LINE_CUT}张盛利-徐庶{LINE_CUT}钮凤华-刘馥{LINE_CUT}张韵斌-徐盛,《借东风》是小说《三国演义》中的一段。{LINE_CUT}周瑜与老将黄盖定下诈降曹营的苦肉计之后，周瑜设宴庆贺孔明借箭回营。席间，黄盖故意力主降曹，周瑜伪装大怒，责打黄盖。{LINE_CUT}黄盖被打后，请大夫阚泽去曹营下诈降书。曹操发觉信中有诈，欲杀阚泽。这时，蔡中、蔡和将周瑜打黄盖的消息密报曹操，曹操遂允许黄盖投降。为进一步探明实情，又派蒋干再次过江。{LINE_CUT}周瑜与孔明已决定用火攻曹军，时闻蒋干又来，急召庞统定 下连环计，安排庞统与蒋干相遇。庞统故意说周瑜不能容人，蒋干信以为真，劝庞统归曹，两人连夜潜回江北。庞统劝曹操将满江战船连锁起来，以便不惯乘船的北军也能水战，曹操采纳了此 项建议。{LINE_CUT}周瑜闻曹操中连环计，以为此番必可破曹。不料一阵西北风 提醒他：吴军位于东南，曹军位于西北，这时候若用火攻，必烧自已而不能破敌，遂忧虑成疾。孔明为周瑜写了一张{QUOTE}病源{QUOTE}:{QUOTE}欲破曹兵，须用火攻。万事俱备，只欠东风。{QUOTE}周瑜一看，病体豁然而愈。孔明自言能借东风，请周瑜为他在南屏山筑台祭风。周瑜派将士埋伏山后，等东风一到，就将孔明杀死。然而孔明早有防备，他见东风一起，就悄悄逃到江边，那里已有大将赵子龙奉命备好船只，迎候孔明回转夏口。
杜十娘,,,改编：徐文耀{LINE_CUT}摄影：于叔昭{LINE_CUT}录音：傅英杰{LINE_CUT}导演：许珂{LINE_CUT}美术：秦威{LINE_CUT}副导演：欧阳红樱{LINE_CUT}剧务主任：潘秋{LINE_CUT}原舞台剧导演：阳友鹤、夏阳{LINE_CUT}乐队指挥：陈敬忠{LINE_CUT}乐队：四川省川剧院、成都市川剧团,廖静秋-杜十娘{LINE_CUT}周企何-孙富{LINE_CUT}董宛莺-徐素素{LINE_CUT}李文德-仆人{LINE_CUT}赖何天-船夫甲{LINE_CUT}袁玉堃-李甲{LINE_CUT}司徒慧聪-柳云卿{LINE_CUT}李筱玲-林玉霜{LINE_CUT}杨俊文-酒保{LINE_CUT}张元兴-船夫乙,李甲在燕京爱上了妓女杜十娘，决定带她回家乡绍兴。行前，李甲的好友柳云卿嘱咐李甲不要辜负十娘{QUOTE}自愿捐资、赎身从良{QUOTE}的一片苦心。{LINE_CUT}李甲、杜十娘所乘船只被风雪阻塞在瓜洲渡口，十娘在船舱里弹琵琶，李甲却暗地担忧自己带回一个{QUOTE}青楼妓女{QUOTE}，会不会受到父母的责骂和亲朋的嘲笑?{LINE_CUT}在此停泊的另一只船上，有个盐商叫孙富，想了解弹琵琶的是何人？便约李甲一同上岸，在饮酒谈心时，探知了李甲的心事，他乘机说了许多带十娘回家的害处，李甲为其迷惑，愿意把十娘出卖给他，以保全自己的名声。{LINE_CUT}李甲回到船舱后，十娘见他有些神态不安，对他百般体贴、安慰，希望丈夫能解除忧虑。但当她得知李甲已将她出卖时，无法忍受满腔的痛苦、愤怒，感到{QUOTE}人心奸险，世道残酷{QUOTE}，抱着积藏许多珍宝的金匣子跳江而死。
雁荡山,,,改编：岑范{LINE_CUT}导演：岑范{LINE_CUT}摄影指导：连城{LINE_CUT}摄影：陈国梁、吴生汉{LINE_CUT}美术：俞翼如{LINE_CUT}录音：蔡军{LINE_CUT}绘景：李仲耘{LINE_CUT}制片主任：纪少岚{LINE_CUT}艺术顾问：李紫贵{LINE_CUT}音乐指挥：阎宝泉{LINE_CUT}武技指导：沈三玉,柏之毅-孟海公{LINE_CUT}胡学礼-马童{LINE_CUT}袁国林-贺天龙{LINE_CUT}李玉声-马童{LINE_CUT}刘习中-号兵{LINE_CUT}郭世华、王仲玮-官兵{LINE_CUT}刘匡捷、钱浩亮-赵义军,根据徐菊华原著改编。{LINE_CUT}隋末，统治阶级兼并土地日益强烈，人民生活困苦，被迫起义反抗。{LINE_CUT}农民起义军首领孟海公，率起义军追击隋朝雁荡山守将贺天龙于群山的三岔路口。隋军为躲避追击，抄近路越山而逃，在山坡后安营扎寨，以图喘息。孟海公识破敌人此计，与兵士们爬上险峻的山峰，在夜间从山峰上杀将下来。贺天龙仓皇应战，在陆战、水战俱遭惨败之后，贺天龙溃退到雁翎关固守。孟海公率兵乘胜追击，内外夹攻，全歼残敌。
羊城暗哨,,,编剧：陈残云{LINE_CUT}导演：卢珏{LINE_CUT}摄影：朱静{LINE_CUT}作曲：施咏康{LINE_CUT}美工：黄冲、姚铭忠{LINE_CUT}录音：李烈鸿{LINE_CUT}特技摄影：陈渭沧{LINE_CUT}剪接：谭庆龙{LINE_CUT}特技设计：肖镇{LINE_CUT}化妆：田志高{LINE_CUT}制片：陶由{LINE_CUT}指挥：王宗鉴  {LINE_CUT}助理导演：赵焕章{LINE_CUT}演奏：上影乐团,杨蔚如-209{LINE_CUT}宏霞-梁英{LINE_CUT}于飞-侦察处长{LINE_CUT}冯喆-王练{LINE_CUT}凌云-小神仙{LINE_CUT}狄梵-八姑{LINE_CUT}夏天-马老板{LINE_CUT}梁明-刘妈(特务梅姨){LINE_CUT}李浣清-李秀英{LINE_CUT}韩涛-陈医生{LINE_CUT}蓝谷-江广德{LINE_CUT}张庆芬-女特务,侦察员王练接受任务，顶替一个被捕后因重伤而死去的潜入特务209号，打入特务内部，与女特务八姑假做夫妻。八姑挑拨陈医生与李秀英夫妇不和，又乘陈医生酒醉时，让另一特务{QUOTE}小神仙{QUOTE}偷拍下八姑假装对陈医生亲热样子的照片，要挟陈医生参加所谓{QUOTE}中国人民代表控诉团{QUOTE}，到联合国去公开诬蔑新中国。陈医生因为自己的历史问题被特务抓住，摆脱不了特务的威胁，服毒自杀，未遂。后他在公安人员的帮助下，认识到自己的糊涂思想，并协助公安人员破案。特务们等陈医生出院后，就逼他一同搭上开往海南岛的轮船。公安人员得知特务要劫船开往香港，便布下天 罗地网。王练也随着八姑上了船。船行至半途，特务头子梅姨出现了，原来她是八姑家的女佣刘妈。梅姨命爪牙江广德把定时炸弹放到货舱里。此时王练的身份也被梅姨察觉，特务正要杀害王练时，我公安人员一起动手，将特务一网打尽。王练搜出定时炸弹，将其抛入大海。
洞箫横吹,,,编剧：海默{LINE_CUT}导演：鲁韧{LINE_CUT}摄影：姚梅生{LINE_CUT}美工：仲永清、汤孟斐{LINE_CUT}作曲：葛炎{LINE_CUT}录音：周恒良{LINE_CUT}副导演：张其、范莱{LINE_CUT}剪接：张淳{LINE_CUT}化妆：王汉庸{LINE_CUT}制片：徐进{LINE_CUT}演奏：上影乐团{LINE_CUT}指挥：葛炎,张子良-刘杰{LINE_CUT}范莱-安振邦{LINE_CUT}崔文顺-杨万福{LINE_CUT}胡小菡-王洁蓉{LINE_CUT}杨梦昶-马德义{LINE_CUT}马骥-王凤霞{LINE_CUT}王云霞-杨依兰{LINE_CUT}仲星火-王金魁{LINE_CUT}李镛-王永祥{LINE_CUT}孙永平-马快{LINE_CUT}江山-刘雄{LINE_CUT}谭云-刘母{LINE_CUT}智世明-杨母{LINE_CUT}于冲-孙振兴{LINE_CUT}王钧-刘凤祥{LINE_CUT}于飞-副省长{LINE_CUT}王骏-刘茂{LINE_CUT}李其珍-新闻记者,复员军人刘杰回乡参加农业生产，和村里渴望办社的贫雇农在一起办合作社，遭到宫僚主义的县委安书记的阻挠与打击。村长王金魁一心要走个人发家致富的道路，拉拢刘杰搞副业未成。{LINE_CUT}继之，他又拉拢一批人想另搞一个富社，与刘杰的穷社唱对台戏；还威胁长期替他白干活的雇农马德义，不准他加入刘杰的社。刘杰在老社团支部书记杨依兰的鼓励和本村贫雇农的支持下，与安书记进行斗争，并给党中央毛主席写信反映情况。毛主席派副省长来了解情况。群众在副省长面前，揭发了蜕化变质的村长王金魁倒卖粮食的违法行为，批判了安书记的官僚主义作风，从而扫清了办社的障碍。
球场风波,,,编剧：唐振常{LINE_CUT}导演：毛羽{LINE_CUT}摄影：罗及之、张锡龄{LINE_CUT}美工：凌雷{LINE_CUT}作曲：黎英海{LINE_CUT}录音：黄东萍{LINE_CUT}篮球指导：方绮纨{LINE_CUT}剪接：张驾珊{LINE_CUT}化妆：倪亦非{LINE_CUT}特技设计：李智杰{LINE_CUT}制片：周伯勋、金龙宝{LINE_CUT}演奏：上影乐团{LINE_CUT}指挥：黎英海,温锡莹-赵辉{LINE_CUT}周伯勋-张人杰{LINE_CUT}张乾-钱正明{LINE_CUT}崔超明-林允文{LINE_CUT}钱千里-周继文{LINE_CUT}于明德-赵部长{LINE_CUT}石灵-老王{LINE_CUT}杨蔚如-小邓{LINE_CUT}龚式和-林瑞娟{LINE_CUT}关宏达-郑晓秀{LINE_CUT}毕克-大李{LINE_CUT}李念-林俊{LINE_CUT}李其珍-人民警察{LINE_CUT}张爱宝-银行职员,上海医疗器械药物供销局的办公室主任张人杰，反对职工搞 体育活动，提倡吃药。青年职工赵辉、钱正明等喜爱体育，希望本单位也成立体育协会，开展群众性的体育活动。可是成立体协的通知被张主任压下了，篮球场上也堆满了废料。在一次篮球比赛中，赵辉他们的球队输给了银行队。在联系工作中，赵辉认识了银行的女运动员林瑞娟，两人建立了爱情。 一次偶然的机会，赵辉与钱正明在电话中假冒部长，向张主任询问成立体协的事。事后，张主任一反常态，慌忙开展职工体育活动。赵辉等在林瑞娟的爸爸、体育学院教授林允文的指导下，经常参加与外界的比赛，技术也有所提高，职工的健康情况也有所好转。在群众的带动下，张主任也参加了各种体育活动。
海魂,,,编剧：沈默君、黄宗江{LINE_CUT}导演：徐韬{LINE_CUT}摄影：许琦{LINE_CUT}美工：丁辰、葛兴萼{LINE_CUT}作曲：高田{LINE_CUT}录音：吴江海{LINE_CUT}剪接：朱朝升{LINE_CUT}副摄影：殷国豪{LINE_CUT}化妆：姚永福{LINE_CUT}特技设计：姜亦素{LINE_CUT}特技摄影：戴胜潮{LINE_CUT}副导演：李乐{LINE_CUT}助理导演：邓逸民{LINE_CUT}制片主任：江雨声{LINE_CUT}演奏：上影乐团{LINE_CUT}指挥：黄贻钧,赵丹-陈春官{LINE_CUT}刘琼-舰长{LINE_CUT}陈述-副长{LINE_CUT}牛舞-虞文孝{LINE_CUT}邓楠-蒋旺{LINE_CUT}王岚-轮机长{LINE_CUT}崔嵬-窦二鹏{LINE_CUT}高博-老雷头{LINE_CUT}康泰-书记官白鹜{LINE_CUT}王丹凤-温梦媛{LINE_CUT}蒋锐-郝桂三{LINE_CUT}李季-杨老五,上海解放前夕，国民党军舰{QUOTE}鼓浪号{QUOTE}在舰长的指挥下，逃至台湾，遭到美国兵的侮辱和鄙视。舰上水兵陈春官、窦二鹏等人，对美国士兵横行霸道的行为无比愤慨。陈春官在台湾一家酒吧间认识了一位台湾姑娘温梦媛。 一次，他和窦二鹏到酒吧间借酒解愁，看见美国兵欺侮温梦媛，愤而把美国兵痛打一顿。可是，温梦媛却因此失业，投海自尽。温梦媛的遭遇、蒋军军官的欺凌迫害和美国兵的侮辱，给予富有正义感的陈春官等极大的勇气，当{QUOTE}鼓浪号{QUOTE}军舰执行封锁我长江口的任务时，他们团结全舰水兵，毅然发动起义，击毙了反动军官，击退敌舰和敌机的追击，驾舰回到大陆。
牧童投军,,,改编：吴强{LINE_CUT}导演：游龙{LINE_CUT}摄影：查祥康、卢俊福{LINE_CUT}美工：黄剑锋、吴起文{LINE_CUT}作曲：梁寒光{LINE_CUT}录音：任心良{LINE_CUT}副导演：强明{LINE_CUT}剪辑：陈祥兴{LINE_CUT}特技摄影：周诗穆{LINE_CUT}特技 设计：张殿云{LINE_CUT}化妆：李萍{LINE_CUT}制片：陆立之{LINE_CUT}演奏：上影乐团{LINE_CUT}指挥：黄贻钧,杨森昌-李小虎{LINE_CUT}曹铎-指导员{LINE_CUT}孙永平-余国才{LINE_CUT}李保罗-孙班长{LINE_CUT}谷瑞玲-阿春{LINE_CUT}范雪朋-老大妈{LINE_CUT}程之-匪参谋长{LINE_CUT}徐曼-四姨太{LINE_CUT}于明德-蒋七{LINE_CUT}高正-连长{LINE_CUT}王琪-洪排长{LINE_CUT}杨公敏-袁春生{LINE_CUT}王骏-侦察班长{LINE_CUT}陈克-老伯伯{LINE_CUT}李静康-周家佣人{LINE_CUT}梁山-胡 四{LINE_CUT}高笑鸥-周士贵{LINE_CUT}洪警铃-爪子,根据小说《他举起了雪亮的小马枪》政编。{LINE_CUT}解放战争时期，在敌我双方进行拉锯战地区的胡大庄，十四五岁的牧童李小虎不堪忍受地主的折磨，逃出来投奔了八路军。部队出发时，连长因李小虎年纪小，把他交给保长周士贵暂时收留。周士贵为了讨好地主胡四，在家为他设宴，小虎被胡四发现抓走，敌参谋长逼小虎供出解放军的线索。小虎在阿春的帮助下，逃了出来，不料再次被敌人抓去。后他又在一位老大爷的帮助下脱逃，找到了部队。在杨庄的一次战斗中，小虎协助解放军，活捉了敌参谋长，消灭了敌人。战斗结束之后，解放军又化装成蒋军，押着小虎智取胡大庄，地主胡四中计被擒。胡大庄解放了，阿春被救出来。最后，小虎成了一名解放军战士。
椰林曲,,,编剧：陈残云、李英敏{LINE_CUT}导演：王为一{LINE_CUT}摄影：顾温厚{LINE_CUT}美工：胡登仁{LINE_CUT}作曲：张林漪{LINE_CUT}录音：李烈鸿{LINE_CUT}特技设计：张玉珊{LINE_CUT}特技摄影：孔基成{LINE_CUT}助理导演：梁廷铎{LINE_CUT}剪接：沈传悌{LINE_CUT}化妆：姚永福{LINE_CUT}制片主任：张友良{LINE_CUT}演奏：上影乐团{LINE_CUT}指挥：李秉申,高博-谭 真{LINE_CUT}李镛-修收音机人{LINE_CUT}叶野-林秀梅{LINE_CUT}邢怡春-梁大根{LINE_CUT}张雁-林纯{LINE_CUT}李明-林妈{LINE_CUT}周山-中村{LINE_CUT}王黎-老妇人{LINE_CUT}王少奇-日军曹{LINE_CUT}史久峰-张陵{LINE_CUT}崔超明-洪飞{LINE_CUT}徐薇-旺嫂{LINE_CUT}林帼英-云姑{LINE_CUT}于冲-潘雨三{LINE_CUT}李保罗-陈二公{LINE_CUT}范莱-林海{LINE_CUT}金乃华-小学教员,抗日战争时期，海南岛的人民武装部队与党中央延安失去联 系。部队党组织派参谋谭真和班长张陵，渡海去雷州半岛取电台。 谭真第一次出海受了伤。张陵第二次出海，船被敌人击沉。第三次，张陵的妻子林秀梅在富有经验的老船工陈二公的帮助下，巧妙地越过封锁线，在海洋中与日寇巡逻艇进行惊险的搏斗，用智谋躲过敌人的搜捕，终于抵达雷州半岛，意外地遇到死里逃生的张陵，找到了地下党组织。当晚，林秀梅、张陵和组织上派来的王先生带着电台，返回海南岛。陈二公在归途中，为保护电台献出了生命。谭真和林妈在预先约定的地点准备接应，后来得知叛徒林纯向敌人告密，便临时改变了地点，使敌人扑了个空。林纯死于日寇的枪弹下。电台在王先生和谭真的护送下，安全运到根据地。原来这位王先生就是秀梅的爸爸林海，是党中央从延安派来的一个部队指挥员。秀梅一家高兴地团聚在一起。
